# Edge events for shell 70бу
# start_epoch, end_epoch, satellite_i, satellite_j
9 11 7 109
105 107 7 109
83 88 12 453
5 9 18 347
101 104 18 347
23 28 22 646
119 120 22 646
0 120 39 61
44 48 12 44
0 120 183 191
0 120 202 204
0 120 453 460
0 120 226 418
0 120 210 553
0 120 526 530
6 9 7 639
102 105 7 639
8 12 10 119
104 108 10 119
13 17 255 561
109 113 255 561
31 34 12 345
0 120 159 364
0 120 323 615
0 120 329 546
0 120 40 672
0 120 29 254
11 15 25 629
107 111 25 629
0 120 241 253
0 120 13 166
0 120 296 634
0 1 15 355
93 97 15 355
0 120 44 498
0 120 333 372
0 120 334 337
0 120 144 356
15 18 10 276
111 114 10 276
0 120 185 393
0 120 162 266
0 120 131 687
0 120 578 589
0 120 77 307
0 120 169 390
0 120 148 367
0 120 328 563
79 79 12 443
0 120 13 179
0 120 312 326
0 120 692 696
0 120 330 609
0 120 116 271
0 120 123 130
0 120 128 474
0 120 181 400
0 120 155 348
0 120 173 396
0 120 313 556
0 120 374 386
0 120 625 642
0 120 362 677
78 81 15 453
0 120 56 76
60 62 18 458
0 120 595 619
46 49 25 354
0 120 208 475
0 120 230 234
0 120 122 206
0 3 10 639
95 100 10 639
0 120 500 503
0 120 63 502
76 77 22 613
0 120 470 480
0 120 162 364
0 120 138 681
0 120 358 684
0 120 533 536
11 13 28 629
106 108 28 629
0 120 297 445
0 120 281 580
0 120 0 338
0 120 275 277
0 120 555 560
0 120 77 670
94 94 25 102
0 120 9 14
0 120 133 687
0 120 147 356
0 120 59 509
0 120 180 390
0 120 588 593
0 120 119 294
0 120 499 515
0 120 292 451
0 120 71 74
0 120 278 287
0 120 150 367
34 37 12 662
0 120 548 556
0 120 339 562
0 120 258 574
0 120 104 107
0 120 363 367
0 120 119 644
65 68 10 508
0 120 625 632
0 120 332 379
0 120 225 253
56 61 255 541
71 76 15 443
0 120 176 397
0 120 132 699
64 68 18 448
0 120 118 535
0 120 214 243
0 120 6 214
0 120 46 58
31 33 10 364
0 120 138 141
0 120 318 337
0 120 124 206
0 120 348 359
0 120 365 677
0 120 599 615
0 120 318 602
0 120 651 662
0 120 691 698
0 120 143 484
0 120 370 383
0 120 154 350
0 120 120 208
0 120 681 690
0 120 257 591
0 120 136 481
0 120 183 413
0 120 128 477
31 31 22 459
0 120 66 502
0 120 158 356
49 51 7 681
0 120 444 453
79 82 22 315
0 120 496 500
0 120 224 566
0 120 6 227
0 120 11 13
0 120 218 226
0 120 302 634
0 120 294 630
38 41 30 700
91 93 28 102
0 120 440 455
10 12 4 419
15 16 4 419
19 19 4 419
21 22 4 419
28 31 4 419
37 38 4 419
40 41 4 419
43 43 4 419
107 109 4 419
111 112 4 419
115 118 4 419
0 120 40 76
0 120 232 426
0 120 77 372
0 120 543 553
0 120 334 559
0 120 554 562
0 120 163 268
5 8 4 540
102 105 4 540
0 120 224 543
0 120 325 595
0 120 558 568
0 120 78 80
0 120 21 220
0 120 335 379
0 120 8 21
0 120 329 601
0 120 351 360
0 120 391 396
0 120 521 542
0 120 254 427
0 120 291 574
0 120 311 552
0 120 183 403
0 120 100 634
52 57 12 521
0 120 111 643
0 120 5 216
0 120 250 429
113 114 28 465
0 120 417 426
0 120 239 419
0 120 687 695
0 120 33 171
0 120 131 477
47 51 22 570
0 120 210 212
0 120 335 621
0 120 316 379
0 120 287 581
0 120 158 696
0 120 72 656
0 120 200 204
0 120 32 211
0 120 23 242
0 120 391 409
0 120 472 483
41 45 12 498
0 120 246 436
0 120 313 346
5 7 28 622
100 103 28 622
0 120 276 464
0 120 305 607
73 80 22 547
0 120 337 559
0 120 230 433
0 120 520 531
75 75 18 284
13 20 15 544
109 116 15 544
0 3 7 540
95 99 7 540
0 120 550 559
0 120 561 568
0 120 359 699
0 120 91 539
0 120 331 371
0 120 24 220
0 120 623 628
0 120 3 17
0 120 276 441
0 120 627 635
0 120 279 446
0 120 106 109
0 120 145 366
0 120 185 402
20 22 4 98
117 118 4 98
18 18 28 455
113 115 28 455
0 120 154 680
10 12 18 670
105 108 18 670
0 120 608 621
0 120 47 59
0 120 318 559
0 120 379 389
0 120 546 566
46 51 15 521
0 120 169 170
0 120 601 618
0 120 328 343
94 94 7 108
0 120 140 143
0 120 693 701
17 21 22 645
113 117 22 645
0 120 372 386
0 120 258 364
0 120 184 186
0 120 475 478
0 120 682 691
0 120 313 565
0 120 173 176
0 120 257 584
0 120 156 352
0 120 416 428
0 120 248 435
0 120 221 338
0 120 40 671
0 120 355 683
0 120 249 436
0 120 509 512
0 120 133 490
77 79 255 452
0 120 302 447
0 120 56 651
0 120 152 359
0 120 232 239
36 37 28 589
0 120 24 210
0 120 268 570
0 120 556 565
0 120 320 617
0 120 342 376
0 120 14 16
89 93 22 514
0 120 317 319
0 120 71 672
91 93 30 634
0 120 327 332
0 120 119 303
0 120 89 540
0 120 295 645
0 120 41 649
28 32 15 511
0 120 282 446
0 120 335 601
0 120 622 631
0 120 148 366
0 120 192 409
0 120 13 178
0 120 264 577
37 40 18 107
0 120 39 50
65 72 22 406
0 120 2 19
0 120 83 93
0 120 78 652
0 120 361 366
40 43 25 268
0 120 3 249
0 120 416 418
0 120 664 669
0 120 375 386
49 56 10 553
52 55 25 124
0 120 102 636
11 15 22 527
107 111 22 527
0 120 40 661
0 120 8 220
80 83 18 349
86 91 18 120
0 120 393 412
0 120 493 499
0 120 103 493
27 30 10 265
0 120 231 233
0 120 181 412
0 120 93 528
0 120 78 665
71 75 255 298
0 120 313 568
78 81 10 530
0 120 246 249
0 120 237 429
0 120 497 505
8 10 22 95
105 106 22 95
0 120 279 282
0 120 191 398
77 79 7 497
0 120 125 489
0 120 341 342
0 120 440 464
0 120 192 399
0 120 117 634
0 120 471 488
0 2 255 684
94 97 255 684
0 120 321 549
50 50 25 487
0 120 44 500
0 120 293 301
0 120 501 516
0 120 144 358
0 120 9 170
0 120 67 669
0 120 14 248
0 120 35 42
16 19 255 311
114 114 255 311
0 120 108 112
0 120 87 89
0 120 37 497
0 120 111 446
20 24 25 114
116 120 25 114
2 4 15 478
98 100 15 478
0 120 629 637
39 41 28 268
0 120 120 122
0 120 327 335
0 120 400 405
0 120 48 511
0 120 670 674
0 120 216 324
0 120 142 146
0 120 393 402
0 120 109 643
0 120 632 647
0 120 136 480
0 120 281 569
0 120 288 465
84 88 255 288
0 120 175 179
0 120 313 558
0 120 205 467
0 120 1 26
0 120 259 587
0 120 142 676
0 120 164 169
0 0 22 85
92 96 22 85
73 79 4 562
41 44 30 205
5 6 12 422
46 55 12 422
58 60 12 422
64 70 12 422
72 73 12 422
76 82 12 422
85 86 12 422
89 89 12 422
94 94 12 422
101 102 12 422
0 120 137 682
0 120 124 483
0 120 66 658
64 67 22 206
0 120 8 308
0 120 573 574
32 35 4 274
0 120 525 534
0 120 544 547
0 120 262 569
0 120 120 485
0 120 93 531
9 10 25 104
105 107 25 104
0 120 69 668
0 120 164 411
0 120 245 256
12 16 255 566
108 113 255 566
0 120 264 269
0 120 337 339
32 36 15 59
17 24 12 399
113 120 12 399
0 120 8 20
0 120 6 239
57 60 11 25
21 21 28 114
116 117 28 114
0 120 128 201
0 120 492 514
0 120 269 585
0 120 117 457
0 120 136 470
0 120 311 322
68 72 10 65
0 120 80 389
0 120 119 646
0 120 522 542
0 120 298 648
0 120 346 545
0 120 129 696
0 120 105 110
0 120 176 399
0 120 27 419
0 120 234 340
0 120 118 537
0 120 224 555
0 120 480 481
0 120 6 216
0 120 325 607
0 120 291 465
0 120 178 179
0 120 47 513
0 120 68 307
0 120 73 651
16 16 22 340
29 29 22 340
33 33 22 340
0 120 308 554
0 120 421 431
0 120 628 644
0 120 318 604
0 0 15 157
92 96 15 157
0 120 119 623
0 120 41 66
0 120 473 477
0 120 181 189
35 40 22 461
0 120 257 364
0 120 128 479
50 54 255 520
0 120 196 205
0 120 151 691
0 120 447 461
0 120 654 674
0 120 5 228
0 120 157 362
0 120 248 251
0 120 160 367
0 120 47 81
0 120 259 266
0 120 270 275
0 120 532 540
0 120 584 587
0 120 77 374
36 39 7 575
0 120 494 513
0 120 37 45
0 120 87 540
0 120 187 398
0 120 214 235
0 120 280 446
0 120 305 619
0 120 318 329
23 26 4 627
119 120 4 627
61 65 18 296
51 61 11 28
0 120 3 173
0 120 410 411
0 120 127 468
0 120 569 584
24 25 54 255
120 120 54 255
0 120 76 651
0 120 133 139
61 63 22 680
0 120 117 460
0 120 259 364
0 120 51 69
0 120 403 408
0 120 276 453
0 120 360 675
0 120 142 489
0 120 9 225
0 120 147 158
0 120 19 238
0 120 212 553
0 120 199 205
0 120 212 324
0 120 170 407
67 72 255 631
51 55 22 163
71 76 12 644
0 120 279 579
0 120 12 235
0 120 240 242
0 120 103 502
0 120 162 588
0 120 443 458
92 93 255 258
0 120 575 577
28 29 25 290
0 120 312 383
0 120 95 534
0 120 117 293
0 120 288 291
0 120 675 700
0 1 15 245
4 6 15 245
8 18 15 245
21 24 15 245
26 31 15 245
33 45 15 245
48 52 15 245
69 70 15 245
77 77 15 245
79 79 15 245
82 83 15 245
85 86 15 245
89 97 15 245
100 102 15 245
104 114 15 245
117 120 15 245
0 120 5 231
45 49 30 404
0 120 298 304
0 120 336 596
0 120 115 448
0 120 230 435
75 78 15 281
0 120 293 634
0 120 143 695
0 120 50 504
0 120 127 687
0 120 598 601
0 120 68 372
0 120 283 446
0 120 99 625
30 33 25 447
0 120 91 541
0 120 103 515
0 120 376 381
0 120 664 668
0 120 276 443
51 56 18 636
0 120 53 514
0 120 287 452
0 120 373 375
0 120 110 639
0 120 163 273
0 120 46 511
78 80 12 634
0 120 649 660
0 120 169 172
0 120 132 141
0 120 152 348
0 120 96 633
0 120 310 556
0 120 431 437
0 120 631 648
0 120 283 459
0 120 53 491
0 120 286 464
0 120 205 476
0 120 68 650
0 120 245 432
67 68 15 644
17 20 255 333
112 116 255 333
0 120 468 477
0 4 30 623
96 100 30 623
0 120 250 254
0 120 154 695
0 120 40 673
33 36 10 156
26 28 28 290
39 42 7 267
0 120 286 585
0 120 27 245
0 120 220 231
0 120 280 282
0 120 13 167
0 120 75 667
0 120 101 539
0 120 41 674
0 120 277 356
0 120 122 482
0 120 52 503
37 39 10 686
0 47 25 28
72 72 25 28
74 120 25 28
0 120 324 553
0 120 281 591
0 120 9 169
0 120 3 9
0 120 596 603
45 50 18 626
0 120 342 378
0 0 18 397
89 96 18 397
0 120 193 398
0 120 26 221
0 120 545 557
71 73 7 653
0 120 36 42
84 87 18 482
0 120 88 89
0 120 38 497
47 51 4 584
0 120 218 427
0 120 275 589
0 120 158 678
90 93 12 444
0 120 360 367
0 120 78 389
30 32 22 637
0 120 571 587
82 84 30 83
0 120 313 557
0 120 331 605
0 120 105 528
0 120 333 386
0 120 70 650
0 120 426 434
0 120 245 422
0 120 108 533
0 120 604 620
0 120 262 591
0 120 153 684
82 83 10 110
0 120 26 234
0 120 187 188
52 56 25 126
0 120 38 65
0 120 286 575
0 120 168 174
0 120 133 482
0 120 101 529
0 120 60 497
67 70 7 342
90 93 12 457
0 120 34 216
0 120 452 463
0 120 504 510
0 120 128 488
73 76 255 300
0 120 474 487
77 80 10 532
0 120 466 483
0 120 345 373
0 120 282 582
0 120 415 437
12 16 30 446
109 112 30 446
0 120 279 284
0 120 530 540
0 120 257 265
37 42 15 94
0 120 192 401
83 87 15 588
0 120 136 469
0 120 296 458
0 120 209 310
0 120 321 551
0 120 552 563
62 64 22 483
0 120 195 411
0 120 261 356
0 120 345 615
0 120 224 554
0 120 40 653
0 120 138 142
0 120 47 512
0 120 356 364
0 120 308 553
0 120 133 472
0 120 108 644
0 120 570 589
19 19 25 646
115 115 25 646
0 120 82 97
13 15 12 676
109 111 12 676
83 85 4 672
0 120 149 681
0 120 281 571
0 120 204 208
0 120 93 520
0 120 274 303
85 89 25 93
0 120 193 198
59 61 18 462
57 60 4 155
1 7 123 255
97 102 123 255
0 120 448 460
0 120 508 511
0 120 339 553
0 120 192 391
0 120 23 433
0 120 492 503
0 120 277 578
0 120 318 616
0 120 66 660
0 120 282 284
61 63 4 685
0 120 44 492
0 0 12 280
92 96 12 280
0 120 225 424
0 120 272 356
0 120 544 549
0 120 209 565
0 120 77 674
43 50 30 413
0 120 518 533
0 120 639 643
0 120 38 45
0 120 329 337
0 120 188 398
0 120 228 434
12 16 18 66
108 111 18 66
0 120 163 570
88 91 28 525
0 120 303 464
0 120 137 697
0 120 244 414
0 120 128 468
0 120 355 367
58 63 12 522
0 120 654 663
0 120 250 430
0 120 145 148
0 120 325 344
0 120 323 563
0 120 176 401
0 120 624 640
0 120 221 552
0 120 396 404
0 120 73 388
0 120 67 494
0 120 118 539
0 120 111 271
0 120 59 81
0 120 161 357
85 87 28 93
0 120 153 353
0 120 628 646
0 120 688 697
0 120 40 67
0 120 357 677
0 120 54 496
0 120 650 670
0 120 99 647
0 120 473 479
42 42 30 138
0 120 175 413
0 120 100 648
0 120 140 684
0 120 576 577
0 120 157 364
0 120 444 457
0 120 141 685
0 120 275 356
0 120 353 684
0 120 113 294
0 120 580 583
29 32 30 259
0 120 190 397
0 120 270 277
1 6 18 550
97 101 18 550
0 120 52 54
0 120 231 434
35 39 7 577
5 12 15 401
101 108 15 401
0 120 247 415
0 120 606 613
0 120 43 499
0 120 344 347
0 120 163 272
0 120 123 199
0 120 668 673
23 27 10 587
120 120 10 587
0 120 131 468
0 120 115 460
0 120 377 380
0 120 274 633
0 120 327 379
3 4 137 255
61 67 7 554
49 51 25 688
0 120 669 673
0 120 602 620
0 120 328 609
24 28 25 459
120 120 25 459
0 120 210 324
0 120 95 523
0 120 69 385
0 120 100 638
0 120 276 455
53 57 88 255
0 120 76 509
9 10 4 112
105 106 4 112
5 9 22 538
101 105 22 538
0 120 222 563
0 120 337 550
0 120 43 103
0 120 283 579
0 120 509 513
0 120 241 433
0 120 188 198
0 120 271 641
0 120 178 413
18 24 30 249
26 27 30 249
29 77 30 249
114 120 30 249
0 120 150 351
0 120 210 216
0 120 101 538
0 120 295 440
0 120 153 356
0 120 240 244
18 20 10 456
114 117 10 456
0 120 310 568
0 120 49 384
0 120 119 628
0 120 342 377
0 120 305 346
44 48 22 286
0 120 84 118
55 65 28 217
0 120 352 686
7 9 30 635
103 105 30 635
0 4 18 252
7 84 18 252
92 95 18 252
106 120 18 252
0 120 186 394
44 48 25 148
0 120 267 584
0 120 335 602
27 30 7 279
0 120 293 456
0 120 310 545
0 120 571 586
0 120 182 396
0 120 302 461
0 120 340 424
0 120 361 367
75 78 30 118
0 120 3 250
0 120 262 361
0 120 276 445
0 120 656 666
0 120 321 596
0 120 53 516
89 92 25 534
0 120 354 364
0 120 326 382
0 120 211 544
61 66 12 106
0 120 177 402
0 120 76 499
23 25 28 459
118 120 28 459
0 120 230 414
0 120 597 616
91 94 255 358
0 120 315 372
0 120 0 217
0 120 186 407
0 120 180 184
0 120 406 410
0 120 371 389
0 120 41 663
46 52 91 255
0 120 106 643
62 66 15 116
2 6 7 112
98 102 7 112
0 120 213 217
0 4 4 223
6 25 4 223
27 34 4 223
36 50 4 223
52 120 4 223
0 120 310 558
83 86 22 649
0 120 512 513
0 120 690 699
0 120 306 673
0 120 105 540
0 120 64 502
35 37 30 360
0 120 246 250
0 120 245 434
0 120 505 510
0 120 237 430
0 0 17 18
13 14 17 18
17 17 17 18
20 24 17 18
28 28 17 18
63 63 17 18
66 66 17 18
69 79 17 18
81 99 17 18
103 104 17 18
109 110 17 18
112 113 17 18
116 120 17 18
0 120 276 278
0 120 86 526
0 120 279 283
0 120 258 260
0 120 303 640
0 120 146 693
0 120 0 230
0 120 21 24
0 120 268 273
0 120 260 269
0 120 180 197
0 120 143 687
0 120 151 362
0 120 82 528
0 120 101 541
0 120 611 612
0 120 115 296
0 120 302 451
45 46 28 148
14 16 12 469
110 112 12 469
0 120 54 57
0 120 261 270
0 120 44 501
0 120 293 302
0 120 105 517
0 120 305 313
20 24 10 279
116 120 10 279
87 91 30 108
86 88 4 56
0 120 161 677
0 120 24 34
0 120 281 593
0 120 43 47
60 60 18 628
0 120 342 380
60 63 30 373
0 120 629 638
28 29 7 246
31 31 7 246
33 34 7 246
43 45 7 246
52 54 7 246
56 62 7 246
69 70 7 246
74 79 7 246
84 88 7 246
91 92 7 246
0 120 133 471
0 120 371 379
88 90 28 534
0 120 69 306
11 15 25 645
107 112 25 645
56 60 15 106
0 120 33 240
0 120 112 533
42 44 4 442
0 120 600 616
0 120 102 110
0 120 44 514
0 120 105 530
0 120 299 624
0 120 165 166
58 63 15 636
92 95 10 112
46 50 18 641
0 120 127 139
0 120 211 547
0 120 8 224
5 8 25 622
101 104 25 622
0 120 249 250
0 120 11 229
0 120 217 563
0 120 271 454
0 120 678 692
0 120 44 491
0 120 501 507
0 120 452 465
0 120 225 423
0 120 212 224
0 120 281 583
0 120 128 490
100 100 18 618
0 120 283 284
0 120 165 408
0 120 46 48
0 120 38 44
0 120 9 17
0 3 12 580
95 99 12 580
0 120 227 239
0 120 467 486
0 120 578 582
48 52 22 593
0 120 570 578
0 120 257 267
0 120 104 519
17 21 22 629
113 117 22 629
0 120 611 615
0 120 304 464
0 120 16 177
0 120 83 87
14 15 12 701
110 111 12 701
0 120 314 328
0 120 105 520
0 120 305 545
11 13 28 645
107 108 28 645
0 0 28 416
8 10 28 416
14 22 28 416
26 35 28 416
42 44 28 416
52 54 28 416
67 120 28 416
0 120 677 682
0 120 16 33
0 120 119 274
1 3 30 425
5 8 30 425
10 11 30 425
14 20 30 425
23 23 30 425
73 74 30 425
76 77 30 425
79 95 30 425
97 99 30 425
101 108 30 425
110 117 30 425
119 120 30 425
0 120 378 385
0 120 626 636
0 120 666 672
0 120 577 594
0 120 29 237
0 120 68 79
0 15 255 400
21 21 255 400
86 86 255 400
90 90 255 400
95 96 255 400
98 108 255 400
0 120 429 436
0 120 408 413
0 120 105 641
0 120 440 445
0 120 265 364
0 120 156 686
0 120 337 618
0 120 2 219
0 120 51 669
0 120 258 590
0 120 183 187
0 120 215 219
0 120 247 437
0 120 77 663
0 120 69 659
0 120 204 475
0 120 226 234
0 120 245 247
0 120 107 542
0 120 67 506
35 39 25 589
80 84 7 46
0 120 51 381
0 120 281 285
0 120 266 571
0 120 23 435
0 120 20 21
0 120 124 487
0 120 243 438
0 120 52 53
0 120 269 576
0 1 10 236
4 10 10 236
13 23 10 236
25 26 10 236
28 94 10 236
96 98 10 236
100 107 10 236
109 120 10 236
0 120 309 389
0 120 533 542
44 47 4 278
0 120 525 538
62 66 255 534
0 120 140 696
0 120 179 395
0 120 104 630
0 120 224 546
0 120 86 87
78 82 22 331
0 120 329 339
0 120 636 639
25 28 15 63
0 120 267 364
0 120 6 243
9 13 30 271
106 110 30 271
0 120 111 116
0 120 2 209
0 120 322 336
0 120 134 136
0 120 39 505
0 120 333 345
0 120 661 668
84 88 30 536
0 120 32 237
0 120 392 400
0 120 100 637
0 120 151 682
0 120 287 463
0 120 174 177
0 120 373 386
80 84 12 115
0 120 134 486
0 120 224 559
0 120 521 522
0 120 148 160
0 120 680 695
0 120 318 608
27 30 255 668
0 120 62 502
0 120 451 463
0 120 502 508
0 120 119 627
0 120 154 356
40 44 12 501
55 61 255 524
32 32 18 431
36 36 18 431
41 45 18 431
53 53 18 431
119 119 18 431
4 8 4 533
101 104 4 533
0 120 447 465
0 120 118 518
0 120 547 552
0 120 198 398
0 120 536 542
0 120 123 489
0 120 92 93
0 120 337 598
0 120 54 655
0 120 63 66
0 120 598 602
0 120 107 630
63 68 7 543
0 120 159 677
0 120 125 126
4 7 30 117
100 103 30 117
0 120 276 444
0 120 111 636
0 120 84 539
0 120 35 497
0 120 605 619
0 120 134 476
0 120 107 522
0 120 576 592
0 120 99 518
0 120 595 605
36 39 25 569
0 120 679 684
75 77 255 622
0 120 418 420
0 120 369 378
29 31 18 529
0 120 310 557
0 120 431 438
0 120 68 386
0 120 2 32
0 120 661 671
0 120 653 667
0 120 95 525
0 120 217 222
38 40 171 255
46 49 171 255
0 120 314 563
0 120 623 644
0 120 276 457
21 48 18 421
51 54 18 421
57 58 18 421
62 63 18 421
69 69 18 421
72 72 18 421
116 120 18 421
0 120 686 700
0 120 446 459
0 120 417 432
0 120 149 352
0 120 549 551
0 120 520 524
0 120 98 535
0 120 50 495
40 45 15 537
0 2 7 533
95 98 7 533
0 120 302 450
0 120 23 248
0 120 21 324
0 120 111 626
0 120 126 489
0 120 57 655
0 120 345 384
22 25 15 658
118 120 15 658
0 120 2 310
0 120 349 683
4 8 22 517
101 104 22 517
0 120 75 380
0 120 305 613
0 120 379 382
0 120 557 568
0 120 215 310
0 120 335 604
0 120 609 615
29 29 18 519
0 120 327 600
0 120 20 220
0 120 113 119
0 120 137 476
0 120 31 229
36 37 28 569
0 120 383 388
0 120 302 463
0 120 642 648
0 120 102 109
61 63 4 477
80 84 25 42
0 120 405 412
0 120 604 621
0 120 3 252
0 120 376 385
0 120 575 594
0 120 334 617
0 120 166 395
0 120 111 459
71 73 7 667
0 120 40 664
0 120 286 576
0 120 133 483
15 19 18 496
111 115 18 496
0 120 180 186
0 120 398 408
80 85 255 445
0 0 253 255
3 12 253 255
14 28 253 255
30 31 253 255
33 34 253 255
37 55 253 255
58 58 253 255
62 62 253 255
67 67 253 255
74 74 253 255
79 80 253 255
83 83 253 255
86 86 253 255
89 89 253 255
99 101 253 255
103 107 253 255
114 120 253 255
0 120 312 341
0 120 493 502
0 120 17 164
0 120 556 558
77 79 25 513
0 120 342 369
0 120 205 480
0 120 534 539
0 120 226 423
0 120 162 258
0 120 557 558
0 120 60 655
0 120 268 275
0 120 20 210
58 61 10 654
0 120 339 564
0 120 151 364
0 120 306 387
64 67 4 202
0 120 579 582
0 120 269 356
0 120 62 63
0 120 181 392
0 120 94 95
0 120 44 503
0 120 313 548
0 120 493 515
37 40 12 62
0 120 14 251
0 120 545 561
32 36 22 111
0 120 659 668
0 120 390 394
0 120 638 645
0 120 33 242
0 120 266 364
0 120 352 367
55 59 18 113
0 120 652 665
0 120 131 139
0 120 41 511
0 120 663 674
0 120 181 405
0 120 78 658
0 120 44 516
0 120 194 195
0 120 205 470
0 120 105 532
0 120 313 561
0 120 150 683
0 120 245 426
0 120 336 544
0 50 28 428
52 120 28 428
0 120 164 172
0 120 303 632
0 120 363 683
0 120 40 667
87 91 255 592
0 120 0 222
0 120 299 518
0 120 339 554
0 120 519 521
0 120 318 617
63 66 30 64
5 6 33 255
8 11 33 255
18 120 33 255
0 120 34 220
0 120 441 458
0 120 289 589
0 120 214 415
0 120 466 487
0 120 338 567
0 120 69 671
0 120 134 688
0 120 610 617
0 120 121 489
20 23 22 101
116 119 22 101
0 120 74 377
0 120 19 32
0 120 278 292
0 120 114 449
0 120 134 135
0 120 137 698
0 120 172 390
0 120 600 608
0 120 296 462
0 120 83 89
0 120 173 391
25 28 30 571
0 70 326 341
0 120 270 589
71 76 15 448
0 120 140 479
0 120 127 131
0 120 595 614
7 10 12 150
103 106 12 150
0 120 138 146
0 120 315 596
0 120 157 159
0 120 49 68
0 120 149 155
89 93 10 634
0 120 659 671
0 120 211 215
0 120 190 192
0 120 370 388
0 120 366 683
91 95 4 38
0 120 120 478
0 120 93 524
0 120 314 343
0 120 482 485
0 120 495 504
0 120 112 623
0 120 300 445
67 71 25 326
32 36 4 303
0 120 69 661
0 120 61 657
0 120 21 212
0 120 676 701
80 83 7 48
0 120 6 232
0 120 73 667
0 120 529 538
0 120 48 85
0 120 318 620
22 22 12 19
39 39 12 19
118 118 12 19
42 45 22 441
0 120 183 395
0 120 114 295
0 120 139 468
0 120 85 497
87 90 12 284
0 120 606 614
0 120 203 489
52 52 15 438
61 61 15 438
0 120 107 521
0 120 261 579
0 120 73 379
64 68 18 443
0 120 67 76
0 120 11 175
0 120 86 89
0 120 61 670
0 120 325 371
0 120 55 510
0 120 36 497
0 120 141 699
0 120 124 201
0 120 100 518
0 120 636 641
0 120 220 434
74 76 7 61
0 120 23 414
0 120 318 597
0 120 124 466
0 120 11 31
13 21 15 559
109 117 15 559
0 120 451 452
0 120 443 448
0 120 381 387
0 120 280 570
0 120 681 685
38 39 10 480
42 45 22 454
0 120 183 408
0 120 276 456
0 120 683 694
0 120 332 616
0 120 27 425
0 120 325 613
0 120 347 372
0 120 421 437
23 27 4 643
119 120 4 643
0 120 102 540
0 120 54 500
0 120 139 687
0 120 295 297
0 120 494 506
51 58 30 551
0 120 49 650
0 120 37 38
0 120 156 367
0 120 117 296
0 120 151 697
0 120 285 288
0 120 329 560
0 120 274 624
22 26 69 255
118 120 69 255
80 84 15 284
0 120 58 511
0 120 218 234
40 43 10 205
0 120 81 494
0 120 362 364
0 120 117 453
9 13 30 119
105 109 30 119
0 120 183 398
0 120 69 376
0 120 100 629
0 120 260 581
59 64 99 255
0 120 354 365
0 120 597 617
0 120 261 582
0 120 576 594
27 27 15 32
40 43 7 257
66 68 28 51
0 120 406 411
29 32 50 255
0 120 170 171
20 24 7 293
116 120 7 293
0 120 442 450
31 31 4 633
0 120 221 222
16 18 30 276
113 114 30 276
0 120 151 157
0 120 391 404
0 120 309 371
44 48 7 149
0 120 342 368
0 120 181 185
0 120 13 229
0 120 138 489
19 20 7 643
115 115 7 643
0 120 236 237
0 120 140 678
10 12 18 652
105 108 18 652
0 120 227 417
0 120 675 693
0 120 65 504
0 120 247 252
0 120 76 513
0 120 222 567
0 120 160 363
0 120 167 408
0 120 304 642
0 120 471 490
0 120 322 547
70 73 25 669
0 120 302 452
0 120 321 322
0 120 83 530
0 120 103 508
0 120 572 578
0 120 17 176
0 120 270 356
7 12 15 395
103 108 15 395
0 120 9 172
55 60 7 391
0 120 494 509
0 120 53 507
