seed,is_attack,delivery_ratio,total_loops,attracted_count,avg_success_hops,num_success,num_trials
42,True,0.775,47,179,3.4870967741935486,310,400
43,True,0.815,54,191,3.334355828220859,326,400
44,True,0.84,49,184,3.3154761904761907,336,400
